,categories,test_takers,total_mean,erw_mean,math_mean,met_both,met_neither,erw_met,math_met,year,state,participation,diff_to_ave
1621,latino,299.0,1158.0,587.0,571.0,0.64,0.11,0.88,0.65,2019,tennessee,0.07,-62.0
1622,pacific,1.0,,,,,,,,2019,tennessee,0.07,
1623,white,2841.0,1243.0,633.0,610.0,0.79,0.04,0.95,0.79,2019,tennessee,0.07,23.0
1624,multi,170.0,1241.0,631.0,611.0,0.82,0.08,0.92,0.82,2019,tennessee,0.07,21.0
1625,no_race,170.0,971.0,494.0,477.0,0.31,0.46,0.52,0.33,2019,tennessee,0.07,-249.0
1626,female,2278.0,1207.0,618.0,589.0,0.71,0.07,0.92,0.72,2019,tennessee,0.07,-13.0
1627,male,2094.0,1235.0,618.0,617.0,0.77,0.08,0.9,0.79,2019,tennessee,0.07,15.0
1628,total,236665.0,1022.0,515.0,507.0,0.37,0.36,0.62,0.39,2019,texas,0.68,0.0
1629,native,1339.0,911.0,458.0,454.0,0.19,0.59,0.39,0.21,2019,texas,0.68,-111.0
1630,asian,15691.0,1212.0,591.0,621.0,0.73,0.13,0.83,0.77,2019,texas,0.68,190.0
1631,black,27654.0,936.0,475.0,461.0,0.2,0.52,0.46,0.21,2019,texas,0.68,-86.0
1632,latino,112088.0,961.0,484.0,476.0,0.25,0.47,0.51,0.27,2019,texas,0.68,-61.0
1633,pacific,353.0,978.0,490.0,488.0,0.31,0.44,0.54,0.33,2019,texas,0.68,-44.0
1634,white,67418.0,1117.0,565.0,552.0,0.57,0.16,0.82,0.59,2019,texas,0.68,95.0
1635,multi,6998.0,1090.0,552.0,538.0,0.49,0.2,0.78,0.51,2019,texas,0.68,68.0
1636,no_race,5124.0,914.0,461.0,453.0,0.2,0.59,0.39,0.22,2019,texas,0.68,-108.0
1637,female,125104.0,1017.0,517.0,500.0,0.35,0.35,0.63,0.36,2019,texas,0.68,-5.0
1638,male,111254.0,1027.0,512.0,515.0,0.4,0.37,0.6,0.43,2019,texas,0.68,5.0
1639,total,1506.0,1230.0,614.0,615.0,0.75,0.07,0.9,0.78,2019,utah,0.04,0.0
1640,native,2.0,,,,,,,,2019,utah,0.04,
1641,asian,207.0,1236.0,578.0,659.0,0.75,0.08,0.8,0.88,2019,utah,0.04,6.0
1642,black,36.0,1001.0,509.0,491.0,0.36,0.28,0.69,0.39,2019,utah,0.04,-229.0
1643,latino,168.0,1151.0,585.0,566.0,0.63,0.13,0.86,0.64,2019,utah,0.04,-79.0
1644,pacific,7.0,,,,,,,,2019,utah,0.04,
1645,white,936.0,1260.0,635.0,625.0,0.81,0.04,0.95,0.82,2019,utah,0.04,30.0
1646,multi,66.0,1250.0,630.0,620.0,0.82,0.03,0.95,0.83,2019,utah,0.04,20.0
1647,no_race,84.0,1139.0,577.0,562.0,0.52,0.14,0.85,0.54,2019,utah,0.04,-91.0
1648,female,792.0,1204.0,610.0,595.0,0.72,0.07,0.9,0.74,2019,utah,0.04,-26.0
1649,male,714.0,1257.0,619.0,638.0,0.79,0.07,0.91,0.82,2019,utah,0.04,27.0
1650,total,4373.0,1106.0,560.0,546.0,0.54,0.18,0.79,0.56,2019,vermont,0.66,0.0
1651,native,38.0,942.0,483.0,459.0,0.18,0.5,0.42,0.26,2019,vermont,0.66,-164.0
1652,asian,206.0,1203.0,566.0,638.0,0.67,0.11,0.78,0.79,2019,vermont,0.66,97.0
1653,black,109.0,968.0,486.0,482.0,0.28,0.51,0.45,0.31,2019,vermont,0.66,-138.0
1654,latino,161.0,1057.0,541.0,516.0,0.46,0.24,0.73,0.49,2019,vermont,0.66,-49.0
1655,pacific,1.0,,,,,,,,2019,vermont,0.66,
1656,white,3546.0,1113.0,565.0,547.0,0.56,0.16,0.82,0.58,2019,vermont,0.66,7.0
1657,multi,163.0,1107.0,567.0,540.0,0.51,0.2,0.79,0.52,2019,vermont,0.66,1.0
1658,no_race,149.0,999.0,510.0,488.0,0.29,0.39,0.59,0.31,2019,vermont,0.66,-107.0
1659,female,2315.0,1089.0,558.0,531.0,0.49,0.19,0.79,0.51,2019,vermont,0.66,-17.0
1660,male,2054.0,1125.0,562.0,563.0,0.6,0.17,0.8,0.63,2019,vermont,0.66,19.0
1661,total,61182.0,1119.0,567.0,551.0,0.55,0.17,0.81,0.56,2019,virginia,0.68,0.0
1662,native,131.0,1012.0,517.0,495.0,0.31,0.28,0.7,0.32,2019,virginia,0.68,-107.0
1663,asian,5944.0,1250.0,610.0,640.0,0.79,0.07,0.9,0.83,2019,virginia,0.68,131.0
1664,black,10882.0,972.0,497.0,475.0,0.23,0.42,0.56,0.25,2019,virginia,0.68,-147.0
1665,latino,6762.0,1070.0,543.0,527.0,0.45,0.23,0.76,0.47,2019,virginia,0.68,-49.0
1666,pacific,84.0,1082.0,546.0,536.0,0.52,0.2,0.79,0.54,2019,virginia,0.68,-37.0
1667,white,31995.0,1159.0,590.0,568.0,0.64,0.09,0.9,0.65,2019,virginia,0.68,40.0
1668,multi,4111.0,1116.0,569.0,547.0,0.54,0.16,0.83,0.55,2019,virginia,0.68,-3.0
1669,no_race,1273.0,1037.0,529.0,509.0,0.41,0.31,0.67,0.43,2019,virginia,0.68,-82.0
1670,female,32807.0,1105.0,567.0,538.0,0.51,0.17,0.82,0.52,2019,virginia,0.68,-14.0
1671,male,28366.0,1135.0,568.0,566.0,0.6,0.17,0.81,0.62,2019,virginia,0.68,16.0
1672,total,49630.0,1074.0,539.0,535.0,0.49,0.27,0.71,0.51,2019,washington,0.7,0.0
1673,native,503.0,933.0,471.0,462.0,0.2,0.53,0.45,0.23,2019,washington,0.7,-141.0
1674,asian,5860.0,1160.0,563.0,597.0,0.64,0.18,0.76,0.69,2019,washington,0.7,86.0
1675,black,2413.0,928.0,470.0,458.0,0.2,0.55,0.44,0.22,2019,washington,0.7,-146.0
1676,latino,8716.0,969.0,487.0,482.0,0.26,0.47,0.51,0.29,2019,washington,0.7,-105.0
1677,pacific,547.0,922.0,461.0,461.0,0.2,0.59,0.38,0.22,2019,washington,0.7,-152.0
1678,white,25324.0,1122.0,566.0,556.0,0.59,0.16,0.82,0.61,2019,washington,0.7,48.0
1679,multi,3448.0,1112.0,560.0,552.0,0.56,0.19,0.79,0.58,2019,washington,0.7,38.0
1680,no_race,2819.0,930.0,469.0,462.0,0.21,0.55,0.43,0.23,2019,washington,0.7,-144.0
1681,female,26303.0,1067.0,541.0,526.0,0.46,0.26,0.72,0.48,2019,washington,0.7,-7.0
1682,male,23272.0,1084.0,537.0,546.0,0.52,0.28,0.69,0.55,2019,washington,0.7,10.0
1683,total,17298.0,943.0,483.0,460.0,0.21,0.5,0.48,0.23,2019,west-virginia,0.99,0.0
1684,native,231.0,822.0,421.0,401.0,0.04,0.8,0.19,0.05,2019,west-virginia,0.99,-121.0
1685,asian,192.0,1088.0,533.0,555.0,0.49,0.29,0.64,0.57,2019,west-virginia,0.99,145.0
1686,black,728.0,866.0,441.0,424.0,0.09,0.71,0.27,0.11,2019,west-virginia,0.99,-77.0
1687,latino,438.0,948.0,486.0,462.0,0.24,0.48,0.52,0.24,2019,west-virginia,0.99,5.0
1688,pacific,16.0,856.0,439.0,416.0,0.06,0.75,0.25,0.06,2019,west-virginia,0.99,-87.0
1689,white,14903.0,946.0,485.0,462.0,0.22,0.49,0.49,0.23,2019,west-virginia,0.99,3.0
1690,multi,536.0,967.0,498.0,469.0,0.23,0.43,0.57,0.24,2019,west-virginia,0.99,24.0
1691,no_race,254.0,909.0,468.0,441.0,0.14,0.56,0.42,0.16,2019,west-virginia,0.99,-34.0
1692,female,8681.0,952.0,492.0,460.0,0.21,0.46,0.52,0.22,2019,west-virginia,0.99,9.0
1693,male,8599.0,934.0,474.0,460.0,0.22,0.54,0.44,0.24,2019,west-virginia,0.99,-9.0
1694,total,1969.0,1283.0,635.0,648.0,0.84,0.05,0.92,0.87,2019,wisconsin,0.03,0.0
1695,native,4.0,,,,,,,,2019,wisconsin,0.03,
1696,asian,389.0,1310.0,614.0,696.0,0.84,0.04,0.87,0.93,2019,wisconsin,0.03,27.0
1697,black,69.0,1110.0,560.0,550.0,0.54,0.25,0.74,0.55,2019,wisconsin,0.03,-173.0
1698,latino,137.0,1153.0,580.0,573.0,0.65,0.14,0.85,0.66,2019,wisconsin,0.03,-130.0
1699,pacific,1.0,,,,,,,,2019,wisconsin,0.03,
1700,white,1259.0,1304.0,655.0,649.0,0.89,0.03,0.97,0.9,2019,wisconsin,0.03,21.0
1701,multi,71.0,1279.0,633.0,646.0,0.83,0.06,0.94,0.83,2019,wisconsin,0.03,-4.0
1702,no_race,39.0,1162.0,567.0,595.0,0.62,0.21,0.74,0.67,2019,wisconsin,0.03,-121.0
1703,female,1046.0,1267.0,635.0,632.0,0.82,0.05,0.92,0.84,2019,wisconsin,0.03,-16.0
1704,male,923.0,1302.0,635.0,667.0,0.87,0.04,0.93,0.9,2019,wisconsin,0.03,19.0
1705,total,156.0,1238.0,623.0,615.0,0.75,0.06,0.92,0.76,2019,wyoming,0.03,0.0
1706,native,0.0,,,,,,,,2019,wyoming,0.03,
1707,asian,9.0,,,,,,,,2019,wyoming,0.03,
1708,black,1.0,,,,,,,,2019,wyoming,0.03,
1709,latino,12.0,1078.0,546.0,533.0,0.25,0.25,0.75,0.25,2019,wyoming,0.03,-160.0
1710,pacific,0.0,,,,,,,,2019,wyoming,0.03,
1711,white,121.0,1254.0,632.0,621.0,0.82,0.05,0.95,0.82,2019,wyoming,0.03,16.0
1712,multi,10.0,1195.0,609.0,586.0,0.6,0.0,1.0,0.6,2019,wyoming,0.03,-43.0
1713,no_race,3.0,,,,,,,,2019,wyoming,0.03,
1714,female,94.0,1228.0,624.0,603.0,0.72,0.05,0.94,0.73,2019,wyoming,0.03,-10.0
1715,male,62.0,1253.0,621.0,632.0,0.79,0.08,0.9,0.81,2019,wyoming,0.03,15.0
