,categories,test_takers,total_mean,erw_mean,math_mean,met_both,met_neither,erw_met,math_met,year,state,participation,diff_to_ave
808,pacific,47.0,1026.0,516.0,510.0,0.38,0.34,0.66,0.38,2018,maryland,0.76,-54.0
809,white,20762.0,1152.0,580.0,572.0,0.66,0.13,0.85,0.67,2018,maryland,0.76,72.0
810,multi,2249.0,1112.0,563.0,548.0,0.54,0.2,0.79,0.55,2018,maryland,0.76,32.0
811,no_race,1244.0,1002.0,508.0,495.0,0.31,0.41,0.57,0.33,2018,maryland,0.76,-78.0
812,female,25309.0,1071.0,547.0,525.0,0.46,0.25,0.73,0.47,2018,maryland,0.76,-9.0
813,male,22721.0,1089.0,543.0,546.0,0.52,0.27,0.71,0.55,2018,maryland,0.76,9.0
814,total,59382.0,1125.0,562.0,563.0,0.6,0.18,0.79,0.62,2018,massachusetts,0.8,0.0
815,native,118.0,1048.0,529.0,519.0,0.42,0.25,0.72,0.45,2018,massachusetts,0.8,-77.0
816,asian,5138.0,1240.0,594.0,646.0,0.76,0.1,0.84,0.82,2018,massachusetts,0.8,115.0
817,black,4777.0,973.0,488.0,485.0,0.29,0.45,0.52,0.32,2018,massachusetts,0.8,-152.0
818,latino,8005.0,997.0,500.0,497.0,0.34,0.41,0.57,0.36,2018,massachusetts,0.8,-128.0
819,pacific,48.0,1042.0,522.0,520.0,0.42,0.27,0.73,0.42,2018,massachusetts,0.8,-83.0
820,white,37711.0,1159.0,582.0,577.0,0.68,0.11,0.88,0.69,2018,massachusetts,0.8,34.0
821,multi,1862.0,1147.0,575.0,572.0,0.62,0.16,0.82,0.63,2018,massachusetts,0.8,22.0
822,no_race,1723.0,1029.0,517.0,512.0,0.4,0.35,0.62,0.43,2018,massachusetts,0.8,-96.0
823,female,31251.0,1112.0,561.0,550.0,0.56,0.19,0.8,0.58,2018,massachusetts,0.8,-13.0
824,male,28125.0,1140.0,563.0,576.0,0.64,0.18,0.79,0.67,2018,massachusetts,0.8,15.0
825,total,115281.0,1011.0,511.0,499.0,0.36,0.38,0.61,0.38,2018,michigan,1.0,0.0
826,native,1371.0,877.0,444.0,433.0,0.1,0.69,0.29,0.12,2018,michigan,1.0,-134.0
827,asian,4317.0,1174.0,571.0,603.0,0.65,0.18,0.76,0.71,2018,michigan,1.0,163.0
828,black,14926.0,878.0,450.0,429.0,0.11,0.66,0.33,0.12,2018,michigan,1.0,-133.0
829,latino,10103.0,942.0,478.0,464.0,0.21,0.52,0.47,0.23,2018,michigan,1.0,-69.0
830,pacific,125.0,940.0,477.0,463.0,0.22,0.54,0.46,0.22,2018,michigan,1.0,-71.0
831,white,72578.0,1053.0,532.0,521.0,0.44,0.28,0.7,0.46,2018,michigan,1.0,42.0
832,multi,5283.0,1004.0,511.0,493.0,0.32,0.38,0.61,0.34,2018,michigan,1.0,-7.0
833,no_race,6578.0,877.0,445.0,432.0,0.13,0.67,0.32,0.15,2018,michigan,1.0,-134.0
834,female,57967.0,1014.0,519.0,495.0,0.34,0.34,0.64,0.36,2018,michigan,1.0,3.0
835,male,57286.0,1008.0,504.0,504.0,0.37,0.41,0.57,0.4,2018,michigan,1.0,-3.0
836,total,2464.0,1298.0,643.0,655.0,0.86,0.03,0.95,0.88,2018,minnesota,0.04,0.0
837,native,2.0,,,,,,,,2018,minnesota,0.04,
838,asian,513.0,1337.0,633.0,704.0,0.89,0.03,0.91,0.95,2018,minnesota,0.04,39.0
839,black,108.0,1155.0,580.0,575.0,0.63,0.05,0.9,0.69,2018,minnesota,0.04,-143.0
840,latino,131.0,1213.0,611.0,603.0,0.76,0.06,0.9,0.8,2018,minnesota,0.04,-85.0
841,pacific,5.0,,,,,,,,2018,minnesota,0.04,
842,white,1520.0,1306.0,654.0,652.0,0.88,0.02,0.97,0.89,2018,minnesota,0.04,8.0
843,multi,120.0,1283.0,645.0,638.0,0.82,0.03,0.96,0.83,2018,minnesota,0.04,-15.0
844,no_race,65.0,1252.0,625.0,627.0,0.78,0.11,0.88,0.8,2018,minnesota,0.04,-46.0
845,female,1321.0,1272.0,637.0,635.0,0.83,0.04,0.94,0.85,2018,minnesota,0.04,-26.0
846,male,1143.0,1328.0,649.0,679.0,0.9,0.02,0.95,0.92,2018,minnesota,0.04,30.0
847,total,806.0,1236.0,630.0,606.0,0.76,0.06,0.93,0.76,2018,mississippi,0.03,0.0
848,native,1.0,,,,,,,,2018,mississippi,0.03,
849,asian,72.0,1329.0,650.0,679.0,0.88,0.03,0.93,0.92,2018,mississippi,0.03,93.0
850,black,165.0,1095.0,565.0,530.0,0.5,0.16,0.83,0.51,2018,mississippi,0.03,-141.0
851,latino,33.0,1145.0,588.0,558.0,0.64,0.12,0.88,0.64,2018,mississippi,0.03,-91.0
852,pacific,0.0,,,,,,,,2018,mississippi,0.03,
853,white,495.0,1283.0,655.0,628.0,0.85,0.02,0.97,0.86,2018,mississippi,0.03,47.0
854,multi,27.0,1153.0,601.0,552.0,0.52,0.04,0.96,0.52,2018,mississippi,0.03,-83.0
855,no_race,13.0,1108.0,568.0,540.0,0.46,0.23,0.77,0.46,2018,mississippi,0.03,-128.0
856,female,469.0,1200.0,618.0,582.0,0.71,0.07,0.92,0.71,2018,mississippi,0.03,-36.0
857,male,337.0,1287.0,648.0,639.0,0.82,0.04,0.95,0.83,2018,mississippi,0.03,51.0
858,total,2420.0,1262.0,633.0,629.0,0.79,0.06,0.93,0.8,2018,missouri,0.04,0.0
859,native,5.0,,,,,,,,2018,missouri,0.04,
860,asian,358.0,1346.0,645.0,701.0,0.88,0.03,0.94,0.91,2018,missouri,0.04,84.0
861,black,212.0,1069.0,549.0,521.0,0.48,0.22,0.76,0.5,2018,missouri,0.04,-193.0
862,latino,157.0,1198.0,609.0,589.0,0.72,0.11,0.89,0.73,2018,missouri,0.04,-64.0
863,pacific,2.0,,,,,,,,2018,missouri,0.04,
864,white,1509.0,1278.0,645.0,633.0,0.82,0.04,0.96,0.83,2018,missouri,0.04,16.0
865,multi,124.0,1272.0,637.0,634.0,0.84,0.03,0.96,0.85,2018,missouri,0.04,10.0
866,no_race,53.0,1177.0,585.0,592.0,0.64,0.13,0.83,0.68,2018,missouri,0.04,-85.0
867,female,1255.0,1236.0,628.0,608.0,0.74,0.06,0.93,0.75,2018,missouri,0.04,-26.0
868,male,1165.0,1290.0,638.0,653.0,0.85,0.05,0.93,0.86,2018,missouri,0.04,28.0
869,total,952.0,1198.0,606.0,592.0,0.75,0.05,0.93,0.77,2018,montana,0.1,0.0
870,native,14.0,1061.0,544.0,518.0,0.36,0.14,0.86,0.36,2018,montana,0.1,-137.0
871,asian,25.0,1224.0,588.0,636.0,0.76,0.04,0.84,0.88,2018,montana,0.1,26.0
872,black,9.0,,,,,,,,2018,montana,0.1,
873,latino,38.0,1127.0,565.0,562.0,0.53,0.16,0.82,0.55,2018,montana,0.1,-71.0
874,pacific,0.0,,,,,,,,2018,montana,0.1,
875,white,776.0,1205.0,609.0,596.0,0.78,0.05,0.94,0.78,2018,montana,0.1,7.0
876,multi,36.0,1156.0,582.0,574.0,0.67,0.08,0.89,0.69,2018,montana,0.1,-42.0
877,no_race,54.0,1219.0,634.0,584.0,0.76,0.02,0.98,0.76,2018,montana,0.1,21.0
878,female,540.0,1182.0,605.0,576.0,0.71,0.05,0.94,0.72,2018,montana,0.1,-16.0
879,male,412.0,1220.0,606.0,614.0,0.81,0.06,0.92,0.82,2018,montana,0.1,22.0
880,total,688.0,1252.0,629.0,623.0,0.77,0.06,0.92,0.79,2018,nebraska,0.03,0.0
881,native,1.0,,,,,,,,2018,nebraska,0.03,
882,asian,106.0,1337.0,637.0,699.0,0.88,0.02,0.92,0.94,2018,nebraska,0.03,85.0
883,black,36.0,1021.0,528.0,493.0,0.39,0.28,0.72,0.39,2018,nebraska,0.03,-231.0
884,latino,57.0,1194.0,609.0,585.0,0.67,0.09,0.88,0.7,2018,nebraska,0.03,-58.0
885,pacific,0.0,,,,,,,,2018,nebraska,0.03,
886,white,433.0,1262.0,637.0,624.0,0.79,0.05,0.94,0.8,2018,nebraska,0.03,10.0
887,multi,37.0,1240.0,638.0,602.0,0.76,0.03,0.97,0.76,2018,nebraska,0.03,-12.0
888,no_race,18.0,1201.0,623.0,578.0,0.78,0.11,0.89,0.78,2018,nebraska,0.03,-51.0
889,female,372.0,1231.0,626.0,605.0,0.76,0.06,0.92,0.77,2018,nebraska,0.03,-21.0
890,male,316.0,1277.0,632.0,645.0,0.78,0.06,0.91,0.81,2018,nebraska,0.03,25.0
891,total,5588.0,1140.0,574.0,566.0,0.63,0.11,0.87,0.65,2018,nevada,0.23,0.0
892,native,30.0,1090.0,558.0,532.0,0.5,0.17,0.8,0.53,2018,nevada,0.23,-50.0
893,asian,866.0,1185.0,583.0,602.0,0.71,0.06,0.9,0.75,2018,nevada,0.23,45.0
894,black,352.0,1028.0,525.0,503.0,0.32,0.27,0.71,0.34,2018,nevada,0.23,-112.0
895,latino,1513.0,1088.0,552.0,536.0,0.53,0.18,0.8,0.54,2018,nevada,0.23,-52.0
896,pacific,50.0,1036.0,519.0,517.0,0.5,0.26,0.72,0.52,2018,nevada,0.23,-104.0
897,white,2294.0,1177.0,594.0,584.0,0.71,0.06,0.93,0.72,2018,nevada,0.23,37.0
898,multi,409.0,1150.0,584.0,566.0,0.65,0.07,0.91,0.67,2018,nevada,0.23,10.0
899,no_race,74.0,1097.0,558.0,539.0,0.5,0.16,0.82,0.51,2018,nevada,0.23,-43.0
900,female,3163.0,1117.0,570.0,547.0,0.56,0.12,0.87,0.58,2018,nevada,0.23,-23.0
901,male,2425.0,1170.0,581.0,590.0,0.71,0.1,0.87,0.74,2018,nevada,0.23,30.0
902,total,14834.0,1063.0,535.0,528.0,0.46,0.28,0.7,0.49,2018,new-hampshire,0.96,0.0
903,native,95.0,906.0,453.0,453.0,0.18,0.56,0.4,0.22,2018,new-hampshire,0.96,-157.0
904,asian,560.0,1238.0,596.0,642.0,0.76,0.11,0.84,0.8,2018,new-hampshire,0.96,175.0
905,black,217.0,1019.0,513.0,506.0,0.33,0.36,0.6,0.36,2018,new-hampshire,0.96,-44.0
906,latino,990.0,988.0,500.0,488.0,0.3,0.41,0.57,0.32,2018,new-hampshire,0.96,-75.0
907,pacific,7.0,,,,,,,,2018,new-hampshire,0.96,
908,white,9997.0,1096.0,553.0,544.0,0.54,0.2,0.78,0.56,2018,new-hampshire,0.96,33.0
909,multi,363.0,1119.0,565.0,554.0,0.54,0.2,0.79,0.55,2018,new-hampshire,0.96,56.0
910,no_race,2605.0,925.0,467.0,457.0,0.18,0.55,0.43,0.21,2018,new-hampshire,0.96,-138.0
911,female,7196.0,1064.0,541.0,523.0,0.45,0.26,0.73,0.47,2018,new-hampshire,0.96,1.0
912,male,7635.0,1061.0,529.0,533.0,0.48,0.3,0.67,0.5,2018,new-hampshire,0.96,-2.0
913,total,84672.0,1094.0,547.0,547.0,0.53,0.24,0.74,0.55,2018,new-jersey,0.82,0.0
914,native,190.0,954.0,476.0,478.0,0.29,0.52,0.46,0.32,2018,new-jersey,0.82,-140.0
915,asian,9534.0,1261.0,612.0,649.0,0.81,0.08,0.89,0.84,2018,new-jersey,0.82,167.0
916,black,10412.0,955.0,484.0,471.0,0.24,0.48,0.5,0.26,2018,new-jersey,0.82,-139.0
917,latino,19906.0,996.0,500.0,496.0,0.33,0.4,0.57,0.36,2018,new-jersey,0.82,-98.0
918,pacific,102.0,1009.0,507.0,503.0,0.37,0.44,0.54,0.39,2018,new-jersey,0.82,-85.0
919,white,38919.0,1149.0,575.0,573.0,0.66,0.11,0.87,0.68,2018,new-jersey,0.82,55.0
920,multi,2444.0,1132.0,567.0,565.0,0.59,0.18,0.8,0.62,2018,new-jersey,0.82,38.0
921,no_race,3165.0,971.0,488.0,484.0,0.31,0.49,0.48,0.33,2018,new-jersey,0.82,-123.0
922,female,44070.0,1084.0,547.0,537.0,0.5,0.24,0.74,0.52,2018,new-jersey,0.82,-10.0
923,male,40581.0,1105.0,546.0,559.0,0.57,0.24,0.73,0.6,2018,new-jersey,0.82,11.0
924,total,3225.0,1093.0,552.0,540.0,0.5,0.24,0.73,0.53,2018,new-mexico,0.16,0.0
925,native,70.0,986.0,492.0,493.0,0.34,0.4,0.54,0.4,2018,new-mexico,0.16,-107.0
926,asian,176.0,1219.0,589.0,629.0,0.72,0.11,0.84,0.77,2018,new-mexico,0.16,126.0
927,black,96.0,1019.0,521.0,498.0,0.35,0.36,0.6,0.39,2018,new-mexico,0.16,-74.0
928,latino,1481.0,1029.0,522.0,507.0,0.37,0.34,0.64,0.4,2018,new-mexico,0.16,-64.0
929,pacific,5.0,,,,,,,,2018,new-mexico,0.16,
930,white,1202.0,1163.0,590.0,573.0,0.65,0.12,0.86,0.66,2018,new-mexico,0.16,70.0
931,multi,107.0,1173.0,591.0,582.0,0.65,0.16,0.82,0.67,2018,new-mexico,0.16,80.0
932,no_race,88.0,1014.0,515.0,500.0,0.33,0.31,0.63,0.4,2018,new-mexico,0.16,-79.0
933,female,1813.0,1079.0,552.0,527.0,0.46,0.24,0.74,0.48,2018,new-mexico,0.16,-14.0
934,male,1412.0,1110.0,553.0,557.0,0.55,0.24,0.73,0.58,2018,new-mexico,0.16,17.0
935,total,162551.0,1068.0,534.0,534.0,0.49,0.28,0.7,0.52,2018,new-york,0.79,0.0
936,native,894.0,931.0,471.0,461.0,0.2,0.52,0.45,0.23,2018,new-york,0.79,-137.0
937,asian,18067.0,1190.0,572.0,618.0,0.71,0.13,0.8,0.77,2018,new-york,0.79,122.0
938,black,23376.0,953.0,484.0,469.0,0.24,0.47,0.51,0.26,2018,new-york,0.79,-115.0
939,latino,38072.0,982.0,495.0,487.0,0.3,0.42,0.55,0.33,2018,new-york,0.79,-86.0
940,pacific,230.0,1011.0,505.0,505.0,0.36,0.34,0.62,0.4,2018,new-york,0.79,-57.0
941,white,67037.0,1148.0,574.0,574.0,0.67,0.11,0.87,0.7,2018,new-york,0.79,80.0
942,multi,4076.0,1124.0,566.0,558.0,0.58,0.18,0.8,0.6,2018,new-york,0.79,56.0
943,no_race,10799.0,915.0,460.0,455.0,0.21,0.59,0.38,0.23,2018,new-york,0.79,-153.0
944,female,84547.0,1063.0,537.0,527.0,0.47,0.27,0.71,0.49,2018,new-york,0.79,-5.0
945,male,77961.0,1074.0,531.0,543.0,0.51,0.29,0.68,0.55,2018,new-york,0.79,6.0
946,total,54987.0,1098.0,554.0,543.0,0.53,0.2,0.79,0.55,2018,north-carolina,0.52,0.0
947,native,442.0,989.0,502.0,487.0,0.29,0.39,0.6,0.3,2018,north-carolina,0.52,-109.0
948,asian,2694.0,1233.0,599.0,634.0,0.77,0.09,0.88,0.81,2018,north-carolina,0.52,135.0
949,black,12273.0,961.0,489.0,473.0,0.22,0.45,0.53,0.24,2018,north-carolina,0.52,-137.0
950,latino,5376.0,1047.0,530.0,517.0,0.41,0.25,0.72,0.44,2018,north-carolina,0.52,-51.0
951,pacific,57.0,1074.0,549.0,524.0,0.53,0.26,0.7,0.56,2018,north-carolina,0.52,-24.0
952,white,30810.0,1153.0,582.0,570.0,0.67,0.09,0.9,0.68,2018,north-carolina,0.52,55.0
953,multi,2369.0,1085.0,550.0,535.0,0.48,0.2,0.78,0.5,2018,north-carolina,0.52,-13.0
954,no_race,966.0,1059.0,539.0,520.0,0.43,0.26,0.72,0.45,2018,north-carolina,0.52,-39.0
955,female,30939.0,1086.0,553.0,532.0,0.49,0.2,0.79,0.51,2018,north-carolina,0.52,-12.0
956,male,24047.0,1113.0,555.0,558.0,0.58,0.19,0.78,0.61,2018,north-carolina,0.52,15.0
957,total,148.0,1283.0,640.0,643.0,0.87,0.06,0.93,0.88,2018,north-dakota,0.02,0.0
958,native,0.0,,,,,,,,2018,north-dakota,0.02,
959,asian,14.0,1283.0,600.0,683.0,0.79,0.21,0.79,0.79,2018,north-dakota,0.02,0.0
960,black,6.0,,,,,,,,2018,north-dakota,0.02,
961,latino,7.0,,,,,,,,2018,north-dakota,0.02,
962,pacific,0.0,,,,,,,,2018,north-dakota,0.02,
963,white,111.0,1303.0,653.0,649.0,0.92,0.04,0.96,0.92,2018,north-dakota,0.02,20.0
964,multi,4.0,,,,,,,,2018,north-dakota,0.02,
965,no_race,6.0,,,,,,,,2018,north-dakota,0.02,
966,female,72.0,1267.0,641.0,626.0,0.88,0.06,0.94,0.88,2018,north-dakota,0.02,-16.0
967,male,76.0,1298.0,640.0,659.0,0.87,0.07,0.92,0.88,2018,north-dakota,0.02,15.0
968,total,22992.0,1099.0,552.0,547.0,0.54,0.26,0.72,0.56,2018,ohio,0.18,0.0
969,native,62.0,1011.0,507.0,504.0,0.34,0.29,0.63,0.42,2018,ohio,0.18,-88.0
970,asian,1478.0,1285.0,620.0,665.0,0.82,0.07,0.88,0.86,2018,ohio,0.18,186.0
971,black,3633.0,916.0,464.0,452.0,0.19,0.59,0.4,0.2,2018,ohio,0.18,-183.0
972,latino,1424.0,1023.0,518.0,505.0,0.4,0.36,0.62,0.42,2018,ohio,0.18,-76.0
973,pacific,31.0,951.0,471.0,480.0,0.23,0.55,0.42,0.26,2018,ohio,0.18,-148.0
974,white,13866.0,1156.0,581.0,575.0,0.66,0.15,0.84,0.67,2018,ohio,0.18,57.0
975,multi,900.0,1099.0,556.0,543.0,0.51,0.24,0.74,0.53,2018,ohio,0.18,0.0
976,no_race,1598.0,922.0,466.0,456.0,0.19,0.58,0.4,0.21,2018,ohio,0.18,-177.0
977,female,11826.0,1088.0,552.0,536.0,0.51,0.25,0.73,0.52,2018,ohio,0.18,-11.0
978,male,11165.0,1110.0,551.0,559.0,0.57,0.26,0.71,0.59,2018,ohio,0.18,11.0
979,total,3337.0,1062.0,541.0,521.0,0.45,0.33,0.66,0.46,2018,oklahoma,0.08,0.0
980,native,148.0,973.0,498.0,475.0,0.27,0.43,0.55,0.29,2018,oklahoma,0.08,-89.0
981,asian,229.0,1254.0,608.0,645.0,0.78,0.11,0.86,0.81,2018,oklahoma,0.08,192.0
982,black,528.0,878.0,450.0,427.0,0.11,0.66,0.33,0.12,2018,oklahoma,0.08,-184.0
983,latino,497.0,988.0,503.0,486.0,0.3,0.43,0.55,0.32,2018,oklahoma,0.08,-74.0
984,pacific,9.0,,,,,,,,2018,oklahoma,0.08,
985,white,1475.0,1132.0,579.0,553.0,0.59,0.21,0.78,0.59,2018,oklahoma,0.08,70.0
986,multi,377.0,1082.0,554.0,528.0,0.5,0.28,0.71,0.51,2018,oklahoma,0.08,20.0
987,no_race,74.0,963.0,492.0,470.0,0.28,0.54,0.43,0.31,2018,oklahoma,0.08,-99.0
988,female,1760.0,1049.0,540.0,509.0,0.42,0.32,0.67,0.43,2018,oklahoma,0.08,-13.0
989,male,1573.0,1078.0,542.0,535.0,0.48,0.34,0.64,0.5,2018,oklahoma,0.08,16.0
990,total,17476.0,1117.0,564.0,553.0,0.57,0.16,0.82,0.6,2018,oregon,0.48,0.0
991,native,122.0,1022.0,518.0,504.0,0.31,0.24,0.74,0.34,2018,oregon,0.48,-95.0
992,asian,1490.0,1188.0,577.0,611.0,0.7,0.11,0.82,0.77,2018,oregon,0.48,71.0
993,black,377.0,995.0,505.0,491.0,0.33,0.4,0.58,0.35,2018,oregon,0.48,-122.0
994,latino,2690.0,1012.0,511.0,501.0,0.34,0.34,0.63,0.37,2018,oregon,0.48,-105.0
995,pacific,90.0,1015.0,511.0,504.0,0.36,0.33,0.63,0.39,2018,oregon,0.48,-102.0
996,white,11134.0,1140.0,578.0,562.0,0.63,0.11,0.87,0.65,2018,oregon,0.48,23.0
997,multi,1054.0,1134.0,576.0,559.0,0.6,0.12,0.86,0.61,2018,oregon,0.48,17.0
998,no_race,519.0,1057.0,537.0,521.0,0.43,0.29,0.68,0.45,2018,oregon,0.48,-60.0
999,female,9857.0,1098.0,561.0,537.0,0.52,0.18,0.81,0.53,2018,oregon,0.48,-19.0
1000,male,7617.0,1142.0,567.0,574.0,0.65,0.14,0.83,0.68,2018,oregon,0.48,25.0
1001,total,96740.0,1086.0,547.0,539.0,0.51,0.21,0.77,0.53,2018,pennsylvania,0.7,0.0
1002,native,214.0,983.0,492.0,491.0,0.29,0.39,0.58,0.33,2018,pennsylvania,0.7,-103.0
1003,asian,5460.0,1198.0,579.0,618.0,0.71,0.13,0.82,0.76,2018,pennsylvania,0.7,112.0
1004,black,10291.0,923.0,469.0,453.0,0.18,0.54,0.44,0.19,2018,pennsylvania,0.7,-163.0
1005,latino,8063.0,984.0,500.0,485.0,0.29,0.41,0.57,0.31,2018,pennsylvania,0.7,-102.0
1006,pacific,73.0,1033.0,519.0,513.0,0.41,0.27,0.66,0.48,2018,pennsylvania,0.7,-53.0
1007,white,66836.0,1120.0,565.0,555.0,0.59,0.14,0.84,0.61,2018,pennsylvania,0.7,34.0
1008,multi,3199.0,1078.0,546.0,532.0,0.47,0.23,0.75,0.49,2018,pennsylvania,0.7,-8.0
1009,no_race,2604.0,974.0,494.0,480.0,0.3,0.43,0.54,0.32,2018,pennsylvania,0.7,-112.0
1010,female,52109.0,1072.0,546.0,526.0,0.47,0.22,0.77,0.48,2018,pennsylvania,0.7,-14.0
1011,male,44616.0,1102.0,549.0,554.0,0.56,0.21,0.77,0.59,2018,pennsylvania,0.7,16.0
1012,total,10161.0,1018.0,513.0,505.0,0.38,0.37,0.61,0.4,2018,rhode-island,0.97,0.0
1013,native,71.0,921.0,462.0,459.0,0.21,0.58,0.38,0.25,2018,rhode-island,0.97,-97.0
1014,asian,451.0,1127.0,545.0,582.0,0.58,0.23,0.73,0.63,2018,rhode-island,0.97,109.0
1015,black,804.0,902.0,455.0,447.0,0.16,0.6,0.37,0.18,2018,rhode-island,0.97,-116.0
1016,latino,2197.0,905.0,456.0,449.0,0.18,0.62,0.36,0.2,2018,rhode-island,0.97,-113.0
1017,pacific,15.0,913.0,453.0,461.0,0.13,0.53,0.4,0.2,2018,rhode-island,0.97,-105.0
1018,white,5984.0,1073.0,542.0,530.0,0.48,0.24,0.74,0.5,2018,rhode-island,0.97,55.0
1019,multi,382.0,999.0,506.0,493.0,0.33,0.4,0.59,0.35,2018,rhode-island,0.97,-19.0
1020,no_race,257.0,932.0,474.0,459.0,0.25,0.54,0.45,0.26,2018,rhode-island,0.97,-86.0
1021,female,5111.0,1014.0,517.0,497.0,0.36,0.36,0.63,0.36,2018,rhode-island,0.97,-4.0
1022,male,5049.0,1021.0,508.0,513.0,0.41,0.38,0.59,0.43,2018,rhode-island,0.97,3.0
1023,total,25390.0,1070.0,547.0,523.0,0.46,0.22,0.76,0.47,2018,south-carolina,0.55,0.0
1024,native,85.0,1043.0,531.0,512.0,0.35,0.22,0.71,0.42,2018,south-carolina,0.55,-27.0
1025,asian,768.0,1186.0,578.0,608.0,0.71,0.12,0.84,0.74,2018,south-carolina,0.55,116.0
1026,black,6090.0,938.0,482.0,456.0,0.17,0.49,0.5,0.18,2018,south-carolina,0.55,-132.0
1027,latino,1647.0,1055.0,540.0,515.0,0.42,0.23,0.75,0.44,2018,south-carolina,0.55,-15.0
1028,pacific,25.0,1033.0,519.0,514.0,0.44,0.28,0.72,0.44,2018,south-carolina,0.55,-37.0
1029,white,15307.0,1119.0,572.0,547.0,0.56,0.12,0.86,0.58,2018,south-carolina,0.55,49.0
1030,multi,1064.0,1086.0,557.0,529.0,0.48,0.19,0.81,0.49,2018,south-carolina,0.55,16.0
1031,no_race,404.0,1007.0,519.0,489.0,0.34,0.34,0.65,0.35,2018,south-carolina,0.55,-63.0
1032,female,14338.0,1059.0,547.0,512.0,0.41,0.23,0.77,0.42,2018,south-carolina,0.55,-11.0
1033,male,11045.0,1085.0,547.0,538.0,0.51,0.22,0.76,0.53,2018,south-carolina,0.55,15.0
1034,total,260.0,1241.0,622.0,618.0,0.76,0.08,0.9,0.78,2018,south-dakota,0.03,0.0
1035,native,5.0,,,,,,,,2018,south-dakota,0.03,
1036,asian,25.0,1329.0,636.0,694.0,0.84,0.04,0.88,0.92,2018,south-dakota,0.03,88.0
1037,black,9.0,,,,,,,,2018,south-dakota,0.03,
1038,latino,16.0,1041.0,536.0,506.0,0.38,0.44,0.56,0.38,2018,south-dakota,0.03,-200.0
1039,pacific,1.0,,,,,,,,2018,south-dakota,0.03,
1040,white,188.0,1276.0,643.0,634.0,0.85,0.04,0.96,0.85,2018,south-dakota,0.03,35.0
1041,multi,11.0,1089.0,556.0,533.0,0.36,0.09,0.91,0.36,2018,south-dakota,0.03,-152.0
1042,no_race,5.0,,,,,,,,2018,south-dakota,0.03,
1043,female,128.0,1210.0,618.0,592.0,0.7,0.09,0.89,0.72,2018,south-dakota,0.03,-31.0
1044,male,132.0,1271.0,627.0,643.0,0.82,0.07,0.92,0.83,2018,south-dakota,0.03,30.0
1045,total,4181.0,1231.0,624.0,607.0,0.76,0.07,0.92,0.77,2018,tennessee,0.06,0.0
1046,native,15.0,1119.0,569.0,550.0,0.53,0.2,0.8,0.53,2018,tennessee,0.06,-112.0
1047,asian,462.0,1332.0,645.0,686.0,0.89,0.03,0.93,0.92,2018,tennessee,0.06,101.0
1048,black,342.0,1082.0,557.0,525.0,0.53,0.2,0.8,0.54,2018,tennessee,0.06,-149.0
1049,latino,266.0,1163.0,594.0,569.0,0.66,0.09,0.9,0.67,2018,tennessee,0.06,-68.0
1050,pacific,3.0,,,,,,,,2018,tennessee,0.06,
1051,white,2774.0,1249.0,636.0,613.0,0.79,0.04,0.95,0.8,2018,tennessee,0.06,18.0
1052,multi,178.0,1243.0,630.0,613.0,0.76,0.06,0.94,0.76,2018,tennessee,0.06,12.0
1053,no_race,141.0,1036.0,532.0,504.0,0.43,0.35,0.65,0.43,2018,tennessee,0.06,-195.0
1054,female,2210.0,1213.0,621.0,592.0,0.72,0.07,0.92,0.73,2018,tennessee,0.06,-18.0
1055,male,1971.0,1251.0,627.0,624.0,0.8,0.06,0.92,0.81,2018,tennessee,0.06,20.0
1056,total,226374.0,1032.0,520.0,512.0,0.4,0.33,0.65,0.42,2018,texas,0.66,0.0
1057,native,1180.0,967.0,487.0,480.0,0.27,0.45,0.53,0.3,2018,texas,0.66,-65.0
1058,asian,14902.0,1215.0,593.0,622.0,0.75,0.11,0.85,0.78,2018,texas,0.66,183.0
1059,black,27884.0,942.0,478.0,463.0,0.21,0.5,0.49,0.22,2018,texas,0.66,-90.0
1060,latino,101816.0,973.0,490.0,482.0,0.27,0.44,0.54,0.29,2018,texas,0.66,-59.0
1061,pacific,317.0,1010.0,505.0,505.0,0.32,0.35,0.62,0.36,2018,texas,0.66,-22.0
1062,white,69127.0,1120.0,567.0,554.0,0.59,0.15,0.83,0.61,2018,texas,0.66,88.0
1063,multi,5901.0,1095.0,555.0,540.0,0.51,0.21,0.78,0.52,2018,texas,0.66,63.0
1064,no_race,5247.0,929.0,468.0,461.0,0.22,0.55,0.43,0.24,2018,texas,0.66,-103.0
1065,female,119684.0,1026.0,522.0,504.0,0.37,0.33,0.66,0.38,2018,texas,0.66,-6.0
1066,male,106619.0,1039.0,518.0,522.0,0.43,0.34,0.63,0.46,2018,texas,0.66,7.0
1067,total,1425.0,1230.0,618.0,612.0,0.76,0.07,0.92,0.77,2018,utah,0.04,0.0
1068,native,0.0,,,,,,,,2018,utah,0.04,
1069,asian,170.0,1255.0,602.0,652.0,0.79,0.08,0.85,0.86,2018,utah,0.04,25.0
1070,black,22.0,1101.0,562.0,539.0,0.36,0.14,0.86,0.36,2018,utah,0.04,-129.0
1071,latino,128.0,1144.0,581.0,563.0,0.61,0.14,0.85,0.62,2018,utah,0.04,-86.0
1072,pacific,6.0,,,,,,,,2018,utah,0.04,
1073,white,945.0,1252.0,633.0,619.0,0.81,0.05,0.95,0.81,2018,utah,0.04,22.0
